Spot Mag Potas Thor Uran
45 171 60 50 32 
56 173 62 48 34 
54 175 62 45 37 
69 177 62 42 40 
253 180 60 40 41 
105 183 57 39 40 
173 186 51 43 36 
90 190 48 46 34 
49 193 44 47 30 
40 198 48 48 30 
66 203 51 47 32 
98 209 55 46 33 
61 216 57 48 36 
66 223 62 49 40 
61 232 69 50 46 
45 241 71 51 52 
40 250 71 51 59 
71 255 69 54 64 
45 255 69 58 67 
49 255 64 64 67 
52 255 60 75 68 
103 255 60 87 67 
95 255 55 98 68 
22 255 57 105 71 
42 255 67 105 76 
40 255 74 108 77 
49 255 76 112 75 
45 255 74 116 72 
42 255 67 115 74 
45 255 69 104 85 
23 255 71 96 94 
42 255 74 92 98 
105 255 74 91 96 
108 255 74 93 93 
146 255 69 94 90 
71 255 74 92 90 
23 255 74 89 91 
40 255 74 89 92 
100 255 74 86 96 
64 255 74 90 104 
47 255 74 96 114 
108 254 74 104 118 
66 248 71 112 118 
56 234 76 116 112 
61 218 81 117 109 
103 204 81 113 107 
47 201 81 108 108 
158 212 76 106 104 
188 212 71 103 98 
115 203 62 99 92 
90 198 60 95 85 
86 194 64 91 77 
59 191 69 88 69 
125 187 67 87 61 
119 184 62 79 53 
209 181 60 70 52 
64 179 62 59 55 
255 178 67 50 60 
144 178 71 43 62 
56 182 78 39 63 
73 190 81 37 59 
49 203 85 39 53 
78 218 81 42 48 
32 233 76 45 42 
98 246 67 48 39 
86 254 57 50 34 
73 255 46 51 31 
98 255 39 51 35 
71 255 34 52 39 
76 255 34 52 41 
86 255 37 52 42 
85 255 37 51 42 
57 254 37 49 40 
79 248 37 48 39 
90 238 39 49 39 
120 233 39 50 38 
88 231 41 51 38 
95 232 46 57 39 
66 231 53 61 40 
102 225 55 65 41 
95 213 57 67 44 
102 202 60 69 48 
47 194 60 69 48 
139 185 51 66 42 
90 177 46 59 37 
39 177 41 54 33 
34 185 39 48 29 
81 197 41 43 29 
173 218 39 42 29 
85 243 41 42 30 
83 255 39 42 32 
79 255 37 43 33 
59 255 37 43 34 
56 255 37 44 36 
54 255 37 44 37 
34 255 37 48 36 
69 255 37 52 35 
66 255 37 55 34 
66 255 39 56 33 
39 255 34 53 35 
47 255 32 51 37 
37 255 27 51 41 
59 255 25 51 42 
56 250 27 51 42 
61 239 34 51 39 
13 227 44 51 35 
188 209 25 42 26 
129 197 30 43 29 
115 184 34 43 32 
90 174 41 42 34 
103 168 46 41 37 
129 163 48 41 37 
79 160 53 41 38 
112 158 53 41 38 
130 157 48 45 34 
98 157 48 45 32 
88 157 48 43 31 
100 157 48 40 33 
144 158 53 37 37 
110 158 57 35 41 
136 159 57 36 42 
40 160 62 37 44 
64 161 60 41 43 
115 162 60 44 40 
40 164 55 49 35 
103 165 60 50 34 
56 167 60 49 33 
69 168 60 49 32 
47 170 60 50 32 
69 172 60 50 31 
78 174 62 47 36 
56 177 62 44 38 
202 180 62 40 40 
102 183 64 39 39 
134 186 62 39 38 
156 190 57 42 35 
110 194 53 43 34 
103 198 51 44 33 
98 204 53 44 33 
110 210 55 45 33 
79 217 60 47 36 
79 225 64 48 39 
76 234 69 49 44 
66 244 71 51 49 
69 252 69 53 54 
64 255 67 56 59 
85 255 67 60 64 
40 255 60 63 66 
56 255 53 73 66 
39 255 48 84 64 
64 255 46 94 63 
35 255 51 99 67 
61 255 60 98 72 
51 255 67 98 75 
44 255 76 98 76 
32 255 74 102 74 
54 255 76 102 74 
54 255 71 99 82 
49 255 76 93 88 
102 255 78 89 92 
113 255 78 85 91 
76 255 76 85 89 
139 255 69 86 87 
214 255 71 87 87 
74 255 74 88 88 
113 255 76 89 90 
120 255 76 91 93 
40 255 81 96 102 
61 255 81 103 113 
115 252 81 110 123 
61 238 76 117 126 
37 221 78 120 120 
61 206 76 122 111 
61 192 76 120 105 
61 190 76 115 104 
66 202 74 106 103 
39 202 69 102 98 
96 194 62 97 92 
74 189 60 92 85 
64 186 64 88 78 
56 183 69 85 69 
161 180 69 85 60 
93 177 64 78 53 
47 175 62 68 51 
1 173 64 57 55 
241 173 71 48 59 
255 174 76 41 62 
74 177 83 37 62 
93 185 85 35 58 
73 199 85 38 52 
110 215 83 41 48 
98 229 76 44 41 
125 242 71 47 36 
88 252 60 48 31 
69 254 48 49 29 
54 253 41 49 33 
74 253 34 50 36 
110 254 34 51 41 
52 254 37 50 42 
93 253 37 49 40 
56 248 37 48 38 
66 239 37 48 36 
56 230 37 48 36 
85 225 39 49 35 
113 224 39 50 35 
113 226 46 55 37 
73 226 53 59 38 
125 223 57 64 42 
52 215 62 66 46 
51 205 62 68 49 
61 196 60 69 49 
166 187 51 65 45 
105 179 46 58 39 
42 178 41 53 34 
96 188 37 47 30 
93 200 39 42 28 
120 215 39 42 29 
88 236 39 41 29 
76 253 39 41 30 
96 255 37 42 33 
32 255 37 42 33 
64 255 37 43 35 
103 255 37 43 35 
74 255 37 46 34 
81 255 37 50 33 
85 255 34 53 29 
76 255 34 53 27 
28 255 34 52 28 
40 255 30 48 32 
47 254 25 48 35 
102 249 23 49 36 
100 241 25 49 37 
139 230 32 49 34 
95 218 41 48 30 
30 220 25 39 29 
13 206 30 40 31 
86 191 37 41 34 
100 179 41 41 36 
81 170 48 40 39 
144 164 48 40 39 
74 160 53 41 39 
119 158 51 44 36 
71 157 48 47 34 
49 156 44 48 30 
71 156 44 46 29 
93 156 46 42 31 
117 157 51 38 36 
210 157 53 34 39 
83 158 55 35 41 
62 159 57 36 42 
127 160 57 41 41 
115 162 57 44 39 
117 163 55 49 35 
91 165 60 49 34 
39 166 60 49 32 
69 168 62 49 32 
110 170 60 49 31 
69 172 60 50 30 
90 174 60 50 32 
66 177 62 47 36 
176 180 62 44 38 
171 183 71 39 39 
32 186 69 39 37 
149 190 67 39 38 
93 194 62 39 37 
35 199 55 41 36 
103 205 55 43 36 
30 211 57 45 36 
100 218 62 46 37 
100 226 64 48 39 
86 235 67 50 42 
69 246 74 52 46 
113 254 69 56 49 
93 255 67 59 56 
47 255 64 60 62 
59 255 55 64 63 
95 255 48 72 65 
115 255 41 83 63 
66 255 41 93 61 
69 255 44 96 63 
90 255 53 93 70 
64 255 60 90 74 
88 255 64 89 77 
30 255 74 91 76 
64 255 74 93 76 
45 255 78 94 79 
95 255 78 91 82 
69 255 83 86 86 
90 255 81 81 86 
110 255 76 78 85 
200 255 69 79 84 
151 255 71 83 85 
64 255 71 87 86 
146 255 76 89 88 
79 255 81 95 91 
37 255 88 102 100 
71 254 88 110 111 
93 243 88 118 124 
56 225 81 121 133 
61 208 76 123 128 
68 193 71 129 114 
95 181 69 128 104 
56 179 69 122 98 
61 191 69 109 100 
52 191 67 101 98 
51 184 60 95 92 
64 180 62 90 85 
64 177 67 85 77 
52 175 71 82 67 
125 173 71 82 58 
79 170 67 76 53 
45 168 64 66 51 
90 167 69 55 55 
76 166 74 46 59 
185 167 81 39 63 
149 171 88 34 63 
15 180 90 33 58 
132 194 85 36 52 
71 209 83 40 46 
98 223 76 44 41 
110 236 71 46 36 
100 247 62 47 30 
102 250 51 47 28 
93 247 44 47 32 
100 247 37 48 36 
76 249 37 50 40 
59 248 39 49 40 
120 245 37 48 39 
115 238 37 47 37 
90 230 37 47 35 
61 221 39 47 33 
96 216 39 47 33 
98 216 44 49 33 
98 219 48 53 35 
100 221 53 58 38 
90 221 60 62 43 
93 216 64 66 47 
45 207 64 68 51 
30 198 57 68 51 
110 189 51 66 46 
74 181 46 57 42 
83 181 37 51 34 
66 190 37 45 29 
96 204 37 41 27 
100 211 39 40 27 
108 222 39 40 28 
78 247 39 40 29 
93 255 37 41 31 
64 255 34 41 32 
39 255 34 41 32 
85 255 34 41 32 
54 255 37 44 32 
64 255 34 47 29 
74 255 34 50 25 
45 255 32 50 24 
44 254 34 48 24 
35 251 30 47 27 
71 245 27 47 31 
134 233 25 47 32 
159 224 25 47 32 
105 216 30 46 29 
183 206 41 47 27 
180 229 27 36 30 
49 215 32 38 32 
54 199 41 36 38 
59 184 46 38 39 
39 173 48 39 41 
61 167 51 40 42 
57 162 51 41 39 
83 159 51 45 36 
95 157 46 49 32 
83 156 41 51 28 
66 156 41 49 27 
98 156 44 44 29 
81 156 46 38 33 
90 157 51 35 38 
141 157 53 36 40 
151 158 55 36 41 
115 159 55 41 40 
100 161 55 44 39 
115 162 55 49 36 
95 164 60 49 35 
57 166 62 48 32 
79 168 60 48 31 
49 169 60 49 30 
61 171 60 49 29 
142 174 60 50 32 
69 177 62 48 33 
141 180 69 46 35 
102 183 76 42 37 
137 186 76 38 38 
59 190 74 37 39 
120 194 67 36 40 
74 199 57 38 39 
136 205 57 41 37 
8 211 57 44 37 
39 218 62 46 38 
105 227 64 48 39 
95 237 67 50 41 
74 248 69 55 41 
119 255 69 59 46 
61 255 67 60 53 
44 255 62 63 60 
51 255 55 65 63 
59 255 44 72 64 
49 255 34 82 61 
45 255 34 91 59 
79 255 34 95 61 
71 255 44 89 67 
54 255 51 84 73 
90 255 60 83 77 
30 255 64 83 78 
66 255 71 88 76 
30 255 74 91 77 
113 255 83 90 78 
85 255 88 85 82 
110 255 85 79 82 
81 255 81 74 84 
221 255 74 73 84 
124 255 69 79 82 
83 255 71 86 84 
35 255 74 92 86 
17 255 81 98 91 
35 254 92 107 98 
68 245 95 116 111 
62 228 92 124 126 
59 210 90 124 138 
49 194 81 127 133 
61 181 69 136 116 
83 169 67 133 103 
56 168 60 128 91 
49 179 67 111 98 
71 179 67 100 98 
30 173 60 93 91 
119 170 64 88 84 
74 167 69 82 77 
13 165 74 80 66 
78 163 71 80 57 
103 162 71 74 52 
39 160 69 65 52 
141 159 71 54 54 
64 159 76 45 60 
120 160 83 37 62 
255 164 90 33 61 
154 172 92 31 58 
255 185 85 35 51 
166 200 81 40 46 
40 212 78 43 41 
95 224 74 45 35 
113 234 67 45 30 
100 238 55 44 28 
79 236 46 46 31 
79 235 39 47 35 
76 237 37 48 39 
74 236 39 48 40 
90 233 39 47 39 
90 226 39 46 35 
81 219 37 45 32 
64 212 37 46 30 
69 208 41 47 31 
103 209 44 48 32 
117 212 48 51 35 
146 215 53 56 39 
120 217 60 62 44 
141 215 64 66 49 
86 209 64 68 53 
79 197 57 68 53 
83 188 51 66 48 
105 183 46 57 43 
64 184 34 50 35 
56 194 34 43 26 
100 208 37 40 24 
103 210 37 39 24 
98 216 37 39 25 
54 245 37 39 27 
88 255 34 39 27 
91 255 37 39 28 
61 255 39 39 29 
66 255 41 40 28 
64 255 39 42 27 
69 255 34 45 25 
85 255 32 46 23 
44 254 30 45 20 
56 247 32 45 22 
61 236 34 45 23 
98 223 27 44 26 
151 213 25 45 27 
205 206 27 44 27 
151 202 32 45 25 
28 195 39 45 23 
90 236 30 34 33 
11 223 37 35 36 
71 206 41 36 38 
78 191 46 38 40 
49 178 48 39 42 
71 170 48 39 42 
113 164 51 40 41 
61 160 48 45 36 
95 157 44 50 31 
90 156 39 55 25 
69 156 39 51 27 
83 155 44 45 28 
113 155 46 38 33 
74 156 51 35 37 
108 157 51 36 38 
136 158 53 36 40 
129 159 55 37 42 
76 160 53 44 39 
83 162 55 47 37 
78 164 60 49 34 
93 165 64 48 32 
159 167 62 48 31 
124 169 60 49 29 
85 171 60 49 29 
90 173 60 50 31 
79 176 62 50 32 
115 180 71 47 34 
78 183 78 42 36 
156 186 81 38 38 
88 190 76 37 40 
122 194 69 37 41 
90 200 62 38 41 
151 206 60 41 38 
98 212 60 45 37 
112 219 62 45 39 
56 228 64 47 39 
62 238 64 51 39 
95 249 67 55 40 
130 255 67 59 44 
100 255 67 59 52 
40 255 60 62 58 
56 255 53 64 62 
54 255 41 72 61 
59 255 32 81 59 
61 255 30 89 57 
69 255 32 91 60 
98 255 37 86 66 
59 255 44 81 74 
88 255 53 78 77 
69 255 62 79 78 
64 255 69 83 76 
49 255 78 87 74 
108 255 85 86 76 
113 255 90 84 77 
56 255 92 79 80 
166 255 83 73 83 
122 255 74 73 83 
56 255 69 79 80 
20 255 71 86 83 
56 255 76 93 86 
79 254 81 101 92 
74 246 90 109 99 
52 230 97 117 111 
45 212 95 123 128 
57 195 92 124 140 
56 180 81 129 134 
47 169 67 136 117 
108 158 64 133 104 
129 157 60 129 91 
42 165 64 113 95 
79 165 64 99 97 
37 160 64 92 91 
127 158 69 86 83 
125 156 74 81 75 
90 155 76 80 65 
56 154 76 77 57 
79 153 74 71 52 
98 152 71 63 52 
159 151 74 53 55 
112 151 78 44 59 
3 152 85 38 61 
154 155 92 33 60 
255 163 90 32 58 
107 174 85 35 49 
153 187 81 40 45 
100 198 78 43 41 
86 209 74 44 34 
130 217 69 44 30 
115 221 60 43 29 
100 219 51 45 31 
134 218 41 45 35 
61 220 39 46 39 
100 220 41 46 39 
59 217 41 46 38 
74 211 39 45 35 
74 206 37 44 31 
66 202 39 44 29 
71 199 41 44 30 
74 199 44 47 32 
98 203 51 49 35 
108 207 53 55 38 
110 211 62 62 45 
122 213 64 66 50 
115 208 64 68 55 
61 196 55 67 54 
112 187 48 63 52 
120 184 44 56 46 
105 188 34 48 35 
125 200 32 40 22 
130 216 34 39 22 
105 222 34 37 22 
71 230 34 37 22 
83 251 37 37 23 
83 255 34 37 25 
71 255 39 37 24 
83 255 41 37 24 
76 255 41 39 22 
61 255 39 41 21 
90 255 34 44 20 
44 254 32 43 18 
51 246 30 43 17 
74 231 30 42 17 
88 217 32 43 20 
71 203 30 44 23 
64 193 27 44 23 
91 189 30 43 23 
79 188 32 43 21 
34 183 37 42 20 
161 240 30 34 33 
76 229 34 35 37 
40 214 41 36 39 
90 200 46 37 41 
95 185 48 38 42 
64 173 51 39 43 
66 166 51 40 40 
85 160 46 46 36 
129 157 44 51 31 
132 156 39 54 25 
105 155 39 52 26 
98 155 41 46 28 
93 155 46 40 33 
83 155 51 35 38 
95 156 51 36 38 
125 157 53 36 40 
141 158 55 37 42 
88 160 53 43 39 
71 162 55 46 38 
90 163 62 49 34 
112 165 64 48 31 
66 167 62 48 29 
68 169 60 48 28 
125 171 60 48 28 
49 173 60 49 29 
79 176 64 50 31 
98 179 69 48 34 
90 183 76 43 36 
107 186 78 39 39 
147 190 78 38 41 
79 195 69 38 42 
64 200 62 39 41 
141 206 62 42 39 
136 213 60 44 38 
180 220 62 45 39 
49 229 64 46 40 
112 240 67 50 38 
119 250 67 54 39 
122 255 67 56 43 
61 255 62 58 49 
61 255 57 61 55 
42 255 53 63 60 
40 255 41 70 59 
47 255 32 78 57 
88 255 27 84 56 
51 255 30 87 59 
40 255 37 83 65 
69 255 44 77 72 
37 255 48 74 77 
115 255 60 75 78 
86 255 67 79 76 
59 255 76 84 73 
95 255 83 85 74 
124 255 88 82 75 
176 255 90 79 78 
200 255 83 74 83 
59 255 71 77 82 
81 255 71 81 80 
51 254 71 87 83 
69 251 78 95 89 
17 243 85 103 95 
40 228 92 109 101 
68 211 95 114 113 
74 194 95 121 128 
52 180 90 122 137 
40 167 76 127 131 
71 157 67 133 116 
91 148 64 133 102 
110 145 60 128 90 
47 151 67 113 93 
100 151 71 98 95 
103 147 71 90 90 
129 146 74 84 83 
125 145 78 81 74 
134 144 81 79 65 
45 144 81 76 57 
54 144 78 70 54 
74 144 76 62 53 
124 143 78 52 55 
159 143 81 45 59 
107 144 85 39 60 
44 147 90 32 61 
241 153 88 36 55 
44 163 85 38 50 
136 174 81 41 45 
192 183 78 46 40 
73 192 76 44 35 
105 199 74 44 31 
96 202 64 42 30 
139 201 55 43 33 
86 200 48 45 36 
45 202 44 45 38 
105 202 44 45 39 
81 199 44 45 38 
76 194 41 43 33 
49 192 39 42 30 
69 193 39 42 29 
59 190 44 43 30 
56 189 48 47 33 
69 194 51 49 35 
79 198 55 54 38 
85 203 62 60 45 
139 208 64 66 50 
110 204 64 68 56 
110 193 55 67 56 
130 185 48 62 54 
180 186 44 56 48 
156 193 37 46 34 
187 207 30 38 20 
108 227 34 38 20 
69 240 34 37 20 
51 248 34 35 20 
79 255 34 35 21 
85 255 39 35 20 
107 255 44 35 20 
119 255 46 36 19 
76 255 46 39 17 
51 255 41 42 16 
62 254 39 44 16 
59 248 34 41 14 
66 231 30 40 14 
98 216 30 41 15 
69 201 30 42 17 
98 188 30 43 20 
90 179 27 42 18 
59 177 30 42 18 
103 176 32 41 17 
78 172 37 41 17 
163 243 32 35 36 
255 236 37 36 38 
255 224 41 36 39 
86 209 44 37 41 
124 192 46 38 42 
132 178 48 38 42 
49 169 48 41 39 
85 162 46 47 34 
61 158 41 52 30 
79 156 39 54 27 
95 155 39 52 26 
86 155 41 47 29 
91 155 48 41 34 
102 155 51 38 37 
129 156 53 36 39 
98 156 53 36 40 
125 157 53 37 41 
74 159 55 42 39 
69 161 57 45 37 
83 162 62 49 33 
108 164 64 48 30 
68 166 67 48 29 
35 168 62 48 28 
93 170 62 49 28 
129 173 62 49 29 
68 176 64 49 30 
83 179 69 49 34 
79 183 74 45 36 
141 186 78 41 39 
136 191 78 39 42 
115 195 71 39 43 
122 201 67 40 42 
161 207 64 41 40 
120 214 62 43 38 
95 221 62 44 40 
86 230 62 46 39 
164 239 64 49 38 
149 250 64 54 38 
219 255 62 56 42 
103 255 60 57 48 
66 255 57 60 54 
40 255 53 63 57 
74 255 46 67 56 
204 255 37 73 55 
95 255 32 79 55 
95 255 30 81 58 
49 255 37 78 64 
64 255 41 73 70 
61 255 46 70 76 
69 255 55 71 76 
71 255 64 76 74 
66 255 74 80 72 
49 255 81 83 71 
168 255 85 82 72 
173 255 83 80 78 
69 255 78 80 80 
79 255 71 81 81 
47 253 71 85 82 
100 246 74 91 86 
175 234 83 98 93 
66 221 88 105 97 
57 207 90 110 104 
59 193 90 115 113 
59 178 90 119 125 
42 164 85 123 130 
83 154 71 125 127 
74 146 69 127 114 
61 138 64 129 99 
66 135 62 127 87 
18 137 74 110 92 
61 137 78 97 93 
39 134 81 88 89 
88 133 85 83 83 
56 134 88 81 73 
100 134 90 75 66 
85 134 88 72 59 
61 134 81 67 56 
95 135 78 60 55 
170 135 81 52 56 
108 135 83 46 59 
183 135 85 41 60 
119 138 85 39 58 
119 143 83 39 54 
202 151 81 41 50 
108 159 78 43 46 
204 166 81 46 41 
120 173 81 45 38 
90 180 76 43 33 
103 183 69 43 31 
69 181 62 40 35 
130 181 55 44 36 
79 182 48 43 39 
129 183 51 44 40 
98 180 51 43 38 
83 177 44 41 34 
71 178 41 41 30 
88 183 44 40 29 
66 181 44 42 31 
83 179 51 46 33 
68 184 53 49 35 
100 189 55 53 37 
90 195 64 59 45 
69 200 67 64 50 
78 200 62 68 56 
105 190 55 67 56 
115 183 48 61 54 
91 185 44 55 49 
64 196 34 45 34 
108 216 27 37 16 
96 238 32 36 17 
88 252 34 35 18 
74 255 34 34 17 
76 255 34 33 17 
108 255 39 32 16 
90 255 46 33 16 
105 255 48 35 14 
88 255 46 39 12 
100 255 44 42 10 
73 252 39 43 10 
102 240 32 40 9 
125 222 27 39 10 
113 206 27 41 13 
68 192 30 41 15 
54 182 30 42 16 
64 176 30 42 16 
85 172 30 40 16 
85 168 32 40 14 
76 164 37 39 14 
212 245 34 35 38 
227 240 37 36 39 
255 232 39 36 40 
232 218 44 37 41 
96 199 44 37 41 
176 183 44 40 39 
71 171 44 44 37 
66 163 41 49 33 
83 159 41 53 30 
125 156 39 54 27 
139 154 41 51 28 
103 154 44 47 30 
85 154 46 42 33 
88 154 51 39 38 
124 155 53 36 40 
90 156 55 36 41 
90 157 55 37 41 
93 159 55 40 39 
93 160 57 43 37 
100 162 64 46 35 
93 164 67 49 30 
54 166 67 49 28 
81 168 64 49 27 
115 170 64 49 27 
144 173 64 49 28 
81 176 64 50 31 
90 179 67 51 32 
100 183 71 46 37 
93 187 76 44 39 
149 191 78 42 42 
40 196 74 42 43 
147 202 69 42 42 
54 208 67 41 41 
74 214 64 42 40 
151 221 62 42 40 
129 230 62 46 39 
136 240 60 49 38 
125 250 57 52 38 
153 255 57 54 42 
23 255 55 55 48 
57 255 60 57 51 
61 255 57 59 53 
66 255 48 62 53 
78 255 44 68 52 
45 255 37 72 54 
35 255 34 75 58 
25 255 34 73 64 
51 255 39 69 69 
78 255 46 66 74 
45 255 55 67 76 
56 255 62 71 74 
52 255 71 77 72 
83 255 78 81 70 
127 255 81 82 71 
107 255 78 83 76 
61 255 71 84 81 
51 252 74 86 82 
57 242 74 90 85 
66 226 76 96 89 
85 212 85 102 97 
30 200 85 107 103 
59 187 85 111 107 
44 174 85 114 114 
51 160 90 116 121 
57 149 85 121 123 
83 140 78 121 119 
98 134 76 121 110 
66 128 71 120 99 
69 124 74 118 89 
61 124 83 105 90 
61 123 90 94 91 
83 121 95 86 88 
103 121 97 80 83 
79 122 99 76 76 
119 123 97 73 67 
113 124 95 70 60 
115 125 92 65 57 
105 126 90 58 56 
23 127 83 51 58 
18 127 85 46 60 
85 127 83 43 59 
146 130 78 42 56 
183 133 76 43 54 
222 139 74 44 49 
204 145 78 47 46 
175 150 81 46 42 
108 156 85 45 39 
68 160 83 39 38 
171 163 78 38 38 
100 162 71 39 38 
86 162 62 40 39 
39 163 57 41 40 
85 163 55 42 40 
108 162 55 41 38 
90 159 53 39 33 
45 163 44 38 31 
71 174 44 38 30 
69 171 46 41 31 
69 169 53 45 35 
91 174 53 48 36 
79 179 57 50 39 
61 185 64 57 44 
93 192 64 62 50 
100 194 62 67 55 
69 186 53 65 56 
49 181 46 61 53 
51 186 41 55 48 
69 201 37 45 32 
74 223 25 36 14 
100 246 32 35 15 
93 255 32 34 16 
69 255 34 33 15 
78 255 34 32 15 
113 255 41 31 14 
88 255 46 31 13 
96 255 48 35 10 
74 255 46 38 8 
95 255 44 42 5 
74 251 39 42 6 
85 238 34 39 7 
105 220 30 40 9 
78 204 27 41 12 
103 192 27 41 14 
74 184 27 42 15 
66 178 27 41 14 
40 171 30 39 13 
66 164 30 38 11 
86 159 32 38 12 
232 244 34 36 39 
170 243 39 37 41 
210 238 41 37 41 
193 225 41 37 41 
181 205 41 39 39 
95 188 39 42 37 
69 175 41 46 34 
52 165 41 51 31 
90 159 39 55 29 
45 156 41 53 27 
170 154 44 51 29 
175 154 46 47 31 
90 154 48 44 35 
76 154 53 40 39 
110 155 55 36 42 
103 155 55 36 42 
105 156 55 36 42 
151 158 55 39 40 
110 160 60 42 38 
124 161 62 45 34 
115 163 67 49 29 
183 165 67 49 28 
98 168 67 49 28 
105 170 67 49 28 
139 173 64 49 28 
78 176 64 50 30 
71 180 67 51 33 
23 183 69 48 37 
115 187 74 47 40 
139 192 76 45 42 
110 197 74 45 43 
159 203 71 43 43 
79 209 69 42 41 
161 215 67 41 40 
100 222 62 42 40 
83 231 57 45 39 
113 240 55 48 37 
187 250 55 51 39 
156 255 53 53 43 
69 255 53 53 48 
69 255 57 53 50 
47 255 57 56 50 
88 255 53 59 51 
96 255 48 63 50 
66 255 44 68 53 
164 255 39 70 57 
171 255 39 68 62 
119 255 41 65 68 
113 255 44 63 72 
113 255 46 65 73 
139 255 62 68 73 
78 255 69 74 71 
137 255 71 80 69 
124 255 71 81 72 
66 255 71 85 76 
35 252 71 88 80 
66 239 76 91 84 
56 222 76 96 87 
40 206 81 101 93 
62 192 88 107 100 
47 180 88 109 106 
81 169 83 112 111 
51 156 83 113 113 
45 144 88 115 116 
56 134 83 119 115 
61 127 81 117 112 
66 122 81 113 106 
71 117 81 110 98 
88 113 88 105 91 
88 111 97 98 90 
86 110 104 91 90 
115 110 111 83 88 
154 110 111 77 84 
108 111 111 73 76 
130 113 106 70 68 
117 115 102 67 62 
124 116 99 62 59 
120 117 95 55 58 
74 119 85 50 60 
93 119 88 43 61 
17 119 85 42 60 
15 121 76 45 55 
64 123 71 46 53 
117 127 71 47 50 
146 131 78 48 48 
161 135 85 47 45 
47 138 90 42 43 
74 141 90 38 42 
193 143 88 36 42 
183 143 81 36 42 
56 144 71 38 41 
96 144 69 39 41 
132 144 64 40 40 
73 143 64 40 38 
88 142 60 38 34 
100 150 48 37 31 
51 164 48 38 30 
95 162 51 41 32 
96 159 55 45 36 
105 164 57 48 36 
68 169 60 50 38 
45 175 64 55 43 
40 183 64 60 48 
79 186 62 63 53 
69 181 53 64 54 
62 179 46 61 51 
66 186 41 54 47 
86 203 34 45 32 
98 228 25 36 14 
100 250 30 34 14 
115 255 30 33 15 
78 255 32 32 14 
39 255 34 31 14 
100 255 41 30 12 
85 255 48 30 12 
103 255 46 34 10 
76 255 44 36 7 
59 255 41 39 4 
81 253 37 41 3 
74 242 32 41 5 
79 224 27 41 8 
85 208 27 42 12 
83 195 27 43 14 
83 187 27 42 14 
57 181 27 41 13 
57 173 25 39 11 
54 164 27 34 11 
59 159 32 33 13 
79 241 39 37 41 
71 243 39 38 42 
171 240 39 38 42 
115 228 41 38 42 
110 210 39 40 38 
76 192 37 44 34 
66 177 39 49 31 
164 166 39 53 29 
144 160 41 54 29 
108 156 44 52 29 
119 154 46 51 30 
166 154 48 47 32 
176 154 51 45 36 
120 154 55 41 40 
134 154 57 37 43 
54 155 57 36 42 
103 156 57 36 42 
163 157 60 38 40 
98 159 62 41 37 
83 160 62 44 34 
110 163 67 48 30 
117 165 69 50 28 
76 168 69 50 27 
79 170 69 50 28 
105 173 69 50 28 
93 176 67 50 32 
120 180 67 51 34 
173 184 69 50 36 
170 188 74 49 39 
210 192 74 47 41 
149 197 76 46 43 
93 203 76 44 43 
100 209 71 43 42 
142 216 69 41 40 
79 223 64 42 40 
88 231 57 46 39 
159 240 51 47 38 
137 250 48 50 39 
69 255 51 51 42 
64 255 53 51 46 
59 255 55 50 48 
69 255 55 52 47 
59 255 57 55 46 
61 255 55 59 47 
61 255 53 64 51 
61 255 46 67 56 
105 255 44 65 61 
120 255 39 63 68 
195 255 41 63 70 
204 255 46 64 73 
190 255 60 67 72 
136 255 64 72 70 
42 255 67 79 70 
57 255 64 82 72 
52 253 67 87 77 
45 243 74 91 81 
51 224 78 95 85 
61 206 78 100 89 
34 190 83 105 95 
44 176 92 108 103 
27 164 90 111 110 
49 153 83 112 112 
54 141 85 113 112 
45 130 81 114 110 
45 121 85 117 109 
93 114 83 114 105 
124 110 85 108 101 
110 106 90 102 97 
54 104 97 96 92 
52 102 108 90 88 
127 101 120 84 87 
158 101 127 77 86 
100 101 125 72 82 
86 102 122 70 75 
136 104 115 67 68 
105 106 108 63 61 
175 108 106 59 59 
170 110 102 52 59 
178 112 99 47 59 
132 113 95 42 59 
146 113 85 41 58 
85 114 71 47 55 
27 115 67 50 51 
27 117 69 49 50 
61 119 78 49 49 
144 121 88 48 47 
34 123 95 42 46 
23 124 99 37 47 
74 126 97 34 47 
187 126 90 34 46 
85 127 81 37 44 
146 127 76 38 43 
183 127 71 40 40 
149 127 69 39 36 
141 127 64 38 33 
129 137 60 36 31 
136 155 55 36 31 
110 152 53 41 34 
83 149 57 46 37 
105 153 60 47 36 
81 159 62 49 38 
100 165 64 52 41 
78 174 64 56 46 
98 178 60 60 50 
85 175 53 61 52 
49 176 46 60 49 
61 185 41 54 45 
85 204 34 45 32 
64 231 27 36 15 
86 252 30 33 15 
120 255 32 31 16 
98 255 32 30 14 
66 255 37 29 15 
83 255 41 29 13 
96 255 46 30 12 
105 255 48 32 10 
85 255 44 33 8 
71 255 41 35 5 
88 255 37 36 1 
102 250 34 40 5 
74 234 30 42 9 
103 216 27 43 13 
83 201 27 42 14 
40 192 27 42 14 
59 184 27 39 13 
79 177 27 35 12 
108 169 27 32 12 
98 163 32 29 14 
85 235 41 38 42 
83 240 41 39 44 
98 237 41 39 43 
171 226 41 38 41 
81 211 39 41 37 
64 195 37 46 33 
64 179 39 51 30 
66 168 37 54 27 
85 161 41 53 30 
44 157 44 51 30 
64 154 48 49 32 
129 153 51 48 33 
61 153 55 45 38 
